Cidade;valortotal;categorias
PARAUAPEBAS-PA;3693.46;COOL_STUFF|PERFUMARIA|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|ESPORTE_LAZER|TELEFONIA|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|ELETRODOMESTICOS|AUTOMOTIVO|BELEZA_SAUDE|BEBIDAS|CAMA_MESA_BANHO|
TAPEJARA-RS;1165.13;COOL_STUFF|MOVEIS_ESCRITORIO|INFORMATICA_ACESSORI|AUTOMOTIVO|UTILIDADES_DOMESTICA|BRINQUEDOS|TELEFONIA|
JOAO NEIVA-ES;724.93;COOL_STUFF|PERFUMARIA|BEBIDAS|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|AUTOMOTIVO|INFORMATICA_ACESSORI|ESPORTE_LAZER|
UBERABA-MG;25861.50;COOL_STUFF|UTILIDADES_DOMESTICA|PERFUMARIA|BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|MALAS_ACESSORIOS|INFORMATICA_ACESSORI|ELETRONICOS|BEBIDAS|CONSOLES_GAMES|BRINQUEDOS|AUTOMOTIVO|ELETRODOMESTICOS|FASHION_BOLSAS_E_ACE|PET_SHOP|PAPELARIA|
APUCARANA-PR;4432.92;COOL_STUFF|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|TELEFONIA|ELETRONICOS|RELOGIOS_PRESENTES|PAPELARIA|BEBIDAS|ELETRODOMESTICOS|UTILIDADES_DOMESTICA|AUTOMOTIVO|BELEZA_SAUDE|BRINQUEDOS|
TAUBATE-SP;26379.01;COOL_STUFF|UTILIDADES_DOMESTICA|BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|BEBIDAS|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|INFORMATICA_ACESSORI|ELETRONICOS|BRINQUEDOS|CONSOLES_GAMES|MALAS_ACESSORIOS|PAPELARIA|PET_SHOP|ELETRODOMESTICOS|
NOVA IGUACU-RJ;50746.71;COOL_STUFF|BELEZA_SAUDE|CAMA_MESA_BANHO|FASHION_BOLSAS_E_ACE|BRINQUEDOS|BEBIDAS|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|ESPORTE_LAZER|PERFUMARIA|TELEFONIA|MOVEIS_ESCRITORIO|AUTOMOTIVO|CONSOLES_GAMES|UTILIDADES_DOMESTICA|ELETRONICOS|INFORMATICA_ACESSORI|PET_SHOP|MALAS_ACESSORIOS|PAPELARIA|ELETRODOMESTICOS|
OSASCO-SP;72442.74;COOL_STUFF|CAMA_MESA_BANHO|BELEZA_SAUDE|PERFUMARIA|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|BEBIDAS|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|ELETRODOMESTICOS|ELETRONICOS|INFORMATICA_ACESSORI|PAPELARIA|BRINQUEDOS|CONSOLES_GAMES|MALAS_ACESSORIOS|PET_SHOP|
MARICA-RJ;13987.30;COOL_STUFF|PET_SHOP|PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|BRINQUEDOS|ELETRONICOS|PAPELARIA|INFORMATICA_ACESSORI|BEBIDAS|BELEZA_SAUDE|ELETRODOMESTICOS|AUTOMOTIVO|CONSOLES_GAMES|MALAS_ACESSORIOS|FASHION_BOLSAS_E_ACE|
SAO SEBASTIAO DO MARANHAO-MG;116.89;COOL_STUFF|FASHION_BOLSAS_E_ACE|
BELEM-PA;66408.63;COOL_STUFF|PET_SHOP|PERFUMARIA|BELEZA_SAUDE|BEBIDAS|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|ESPORTE_LAZER|AUTOMOTIVO|TELEFONIA|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|PAPELARIA|ELETRONICOS|INFORMATICA_ACESSORI|CONSOLES_GAMES|UTILIDADES_DOMESTICA|BRINQUEDOS|MALAS_ACESSORIOS|ELETRODOMESTICOS|
PORTO ALEGRE-RS;161219.99;COOL_STUFF|PET_SHOP|FERRAMENTAS_JARDIM|TELEFONIA|UTILIDADES_DOMESTICA|BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|RELOGIOS_PRESENTES|ESPORTE_LAZER|BEBIDAS|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|BRINQUEDOS|AUTOMOTIVO|CONSOLES_GAMES|ELETRONICOS|PAPELARIA|INFORMATICA_ACESSORI|MALAS_ACESSORIOS|ELETRODOMESTICOS|
CASCAVEL-PR;20525.30;COOL_STUFF|PERFUMARIA|BELEZA_SAUDE|CAMA_MESA_BANHO|BEBIDAS|MOVEIS_DECORACAO|RELOGIOS_PRESENTES|ESPORTE_LAZER|UTILIDADES_DOMESTICA|TELEFONIA|MALAS_ACESSORIOS|ELETRONICOS|BRINQUEDOS|PAPELARIA|FERRAMENTAS_JARDIM|INFORMATICA_ACESSORI|FASHION_BOLSAS_E_ACE|ELETRODOMESTICOS|PET_SHOP|AUTOMOTIVO|CONSOLES_GAMES|MOVEIS_ESCRITORIO|
GENERAL SALGADO-SP;493.59;COOL_STUFF|MOVEIS_DECORACAO|PAPELARIA|CAMA_MESA_BANHO|PERFUMARIA|AUTOMOTIVO|
COSMORAMA-SP;973.98;COOL_STUFF|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|
SAO CAETANO DO SUL-SP;28782.78;BRINQUEDOS|FERRAMENTAS_JARDIM|BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|RELOGIOS_PRESENTES|CONSOLES_GAMES|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|COOL_STUFF|ELETRONICOS|INFORMATICA_ACESSORI|PAPELARIA|MALAS_ACESSORIOS|BEBIDAS|AUTOMOTIVO|PET_SHOP|ELETRODOMESTICOS|
SAPEZAL-MT;964.82;COOL_STUFF|RELOGIOS_PRESENTES|PERFUMARIA|ESPORTE_LAZER|BRINQUEDOS|BEBIDAS|
SOROCABA-SP;66641.50;COOL_STUFF|PET_SHOP|UTILIDADES_DOMESTICA|BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|BEBIDAS|BRINQUEDOS|FERRAMENTAS_JARDIM|ESPORTE_LAZER|PAPELARIA|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|INFORMATICA_ACESSORI|ELETRONICOS|CONSOLES_GAMES|ELETRODOMESTICOS|MALAS_ACESSORIOS|
BRUMADO-BA;2037.77;COOL_STUFF|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|MOVEIS_DECORACAO|ELETRONICOS|PET_SHOP|PAPELARIA|INFORMATICA_ACESSORI|AUTOMOTIVO|TELEFONIA|
AGUA BOA-MT;2647.97;COOL_STUFF|BELEZA_SAUDE|MOVEIS_DECORACAO|TELEFONIA|BRINQUEDOS|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|AUTOMOTIVO|ESPORTE_LAZER|CONSOLES_GAMES|
MATA DE SAO JOAO-BA;1025.75;COOL_STUFF|BELEZA_SAUDE|CAMA_MESA_BANHO|TELEFONIA|PAPELARIA|ELETRONICOS|RELOGIOS_PRESENTES|BRINQUEDOS|
CAMPINA GRANDE-PB;11606.05;COOL_STUFF|BELEZA_SAUDE|CAMA_MESA_BANHO|PERFUMARIA|BEBIDAS|RELOGIOS_PRESENTES|AUTOMOTIVO|ELETRONICOS|INFORMATICA_ACESSORI|TELEFONIA|ESPORTE_LAZER|PAPELARIA|BRINQUEDOS|MOVEIS_ESCRITORIO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|MALAS_ACESSORIOS|ELETRODOMESTICOS|
SANTA FE DO SUL-SP;3780.87;PET_SHOP|UTILIDADES_DOMESTICA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|TELEFONIA|MOVEIS_ESCRITORIO|INFORMATICA_ACESSORI|BEBIDAS|MALAS_ACESSORIOS|BELEZA_SAUDE|AUTOMOTIVO|PERFUMARIA|ESPORTE_LAZER|FERRAMENTAS_JARDIM|PAPELARIA|BRINQUEDOS|
IMPERATRIZ-MA;6775.40;PET_SHOP|BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|TELEFONIA|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|ELETRONICOS|RELOGIOS_PRESENTES|PERFUMARIA|BRINQUEDOS|ESPORTE_LAZER|CONSOLES_GAMES|COOL_STUFF|UTILIDADES_DOMESTICA|
LIMEIRA-SP;20069.59;PET_SHOP|BRINQUEDOS|BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|AUTOMOTIVO|COOL_STUFF|TELEFONIA|ELETRONICOS|CONSOLES_GAMES|INFORMATICA_ACESSORI|BEBIDAS|PAPELARIA|ESPORTE_LAZER|MALAS_ACESSORIOS|ELETRODOMESTICOS|
GOIANIA-GO;86790.60;PET_SHOP|TELEFONIA|UTILIDADES_DOMESTICA|BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|BRINQUEDOS|FERRAMENTAS_JARDIM|BEBIDAS|MOVEIS_DECORACAO|RELOGIOS_PRESENTES|ESPORTE_LAZER|INFORMATICA_ACESSORI|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|ELETRONICOS|COOL_STUFF|CONSOLES_GAMES|PAPELARIA|AUTOMOTIVO|ELETRODOMESTICOS|MALAS_ACESSORIOS|
SANTO ANDRE-SP;72658.94;PET_SHOP|BELEZA_SAUDE|PERFUMARIA|BEBIDAS|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|AUTOMOTIVO|ESPORTE_LAZER|COOL_STUFF|TELEFONIA|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|ELETRONICOS|PAPELARIA|BRINQUEDOS|CONSOLES_GAMES|MALAS_ACESSORIOS|ELETRODOMESTICOS|
SAO VICENTE-SP;16888.84;PET_SHOP|PERFUMARIA|BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|UTILIDADES_DOMESTICA|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|PAPELARIA|ELETRONICOS|INFORMATICA_ACESSORI|BRINQUEDOS|COOL_STUFF|BEBIDAS|CONSOLES_GAMES|
PERUIBE-SP;6829.14;PET_SHOP|MOVEIS_DECORACAO|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|ELETRONICOS|COOL_STUFF|INFORMATICA_ACESSORI|BELEZA_SAUDE|PAPELARIA|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|BEBIDAS|UTILIDADES_DOMESTICA|BRINQUEDOS|
ANDRELANDIA-MG;75.89;PET_SHOP|UTILIDADES_DOMESTICA|
MACAPA-AP;8885.65;PET_SHOP|BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|RELOGIOS_PRESENTES|TELEFONIA|ELETRONICOS|INFORMATICA_ACESSORI|ESPORTE_LAZER|AUTOMOTIVO|FERRAMENTAS_JARDIM|BRINQUEDOS|PAPELARIA|
PITANGUI-MG;2403.38;PET_SHOP|UTILIDADES_DOMESTICA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|ESPORTE_LAZER|COOL_STUFF|PAPELARIA|MALAS_ACESSORIOS|BRINQUEDOS|ELETRONICOS|INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|BELEZA_SAUDE|AUTOMOTIVO|TELEFONIA|
GUARUJA-SP;23674.33;PET_SHOP|PERFUMARIA|BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|UTILIDADES_DOMESTICA|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|CONSOLES_GAMES|BRINQUEDOS|BEBIDAS|PAPELARIA|ELETRODOMESTICOS|FERRAMENTAS_JARDIM|AUTOMOTIVO|MALAS_ACESSORIOS|
DIADEMA-SP;24734.47;PET_SHOP|BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|RELOGIOS_PRESENTES|AUTOMOTIVO|CONSOLES_GAMES|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|BEBIDAS|MALAS_ACESSORIOS|BRINQUEDOS|PAPELARIA|ELETRODOMESTICOS|
JOACABA-SC;4456.00;PET_SHOP|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|TELEFONIA|BRINQUEDOS|RELOGIOS_PRESENTES|PAPELARIA|INFORMATICA_ACESSORI|ESPORTE_LAZER|BELEZA_SAUDE|AUTOMOTIVO|COOL_STUFF|
MATINHOS-PR;2524.25;PET_SHOP|BELEZA_SAUDE|BRINQUEDOS|RELOGIOS_PRESENTES|MOVEIS_DECORACAO|COOL_STUFF|ESPORTE_LAZER|FASHION_BOLSAS_E_ACE|CAMA_MESA_BANHO|AUTOMOTIVO|INFORMATICA_ACESSORI|TELEFONIA|PAPELARIA|PERFUMARIA|
FRANCA-SP;19802.18;PET_SHOP|BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|MOVEIS_ESCRITORIO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|AUTOMOTIVO|TELEFONIA|RELOGIOS_PRESENTES|COOL_STUFF|UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|MALAS_ACESSORIOS|ELETRODOMESTICOS|PAPELARIA|PERFUMARIA|ELETRONICOS|FASHION_BOLSAS_E_ACE|BEBIDAS|BRINQUEDOS|
TOLEDO-PR;9347.39;PET_SHOP|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|UTILIDADES_DOMESTICA|TELEFONIA|MOVEIS_ESCRITORIO|PERFUMARIA|AUTOMOTIVO|PAPELARIA|ESPORTE_LAZER|BEBIDAS|INFORMATICA_ACESSORI|ELETRONICOS|ELETRODOMESTICOS|CONSOLES_GAMES|BELEZA_SAUDE|COOL_STUFF|FASHION_BOLSAS_E_ACE|
GUAIRA-SP;3048.14;PET_SHOP|CAMA_MESA_BANHO|RELOGIOS_PRESENTES|ESPORTE_LAZER|BELEZA_SAUDE|MOVEIS_DECORACAO|INFORMATICA_ACESSORI|AUTOMOTIVO|PERFUMARIA|COOL_STUFF|BEBIDAS|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|ELETRONICOS|
APARECIDA DE GOIANIA-GO;9783.70;PET_SHOP|PERFUMARIA|BELEZA_SAUDE|MOVEIS_DECORACAO|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|UTILIDADES_DOMESTICA|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|FASHION_BOLSAS_E_ACE|CONSOLES_GAMES|AUTOMOTIVO|ELETRODOMESTICOS|BEBIDAS|BRINQUEDOS|
BALNEARIO CAMBORIU-SC;13205.46;PET_SHOP|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|ESPORTE_LAZER|RELOGIOS_PRESENTES|UTILIDADES_DOMESTICA|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|BEBIDAS|AUTOMOTIVO|FASHION_BOLSAS_E_ACE|BELEZA_SAUDE|TELEFONIA|PAPELARIA|MALAS_ACESSORIOS|CONSOLES_GAMES|PERFUMARIA|BRINQUEDOS|ELETRODOMESTICOS|
ITARARE-SP;2634.70;PET_SHOP|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|BEBIDAS|RELOGIOS_PRESENTES|ESPORTE_LAZER|MOVEIS_ESCRITORIO|INFORMATICA_ACESSORI|CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|PAPELARIA|TELEFONIA|BELEZA_SAUDE|MALAS_ACESSORIOS|
RECIFE-PE;75852.05;PET_SHOP|CAMA_MESA_BANHO|TELEFONIA|BELEZA_SAUDE|PERFUMARIA|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|ESPORTE_LAZER|BEBIDAS|AUTOMOTIVO|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|PAPELARIA|INFORMATICA_ACESSORI|ELETRONICOS|COOL_STUFF|BRINQUEDOS|ELETRODOMESTICOS|MALAS_ACESSORIOS|CONSOLES_GAMES|
SETE LAGOAS-MG;15315.26;PET_SHOP|BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|PERFUMARIA|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|MALAS_ACESSORIOS|ESPORTE_LAZER|PAPELARIA|ELETRODOMESTICOS|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|CONSOLES_GAMES|BEBIDAS|BRINQUEDOS|
FERRAZ DE VASCONCELOS-SP;13579.67;PET_SHOP|BELEZA_SAUDE|PERFUMARIA|FASHION_BOLSAS_E_ACE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|BEBIDAS|ELETRONICOS|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|AUTOMOTIVO|INFORMATICA_ACESSORI|COOL_STUFF|BRINQUEDOS|PAPELARIA|ELETRODOMESTICOS|UTILIDADES_DOMESTICA|MALAS_ACESSORIOS|CONSOLES_GAMES|
SUMARE-SP;17868.29;PET_SHOP|BELEZA_SAUDE|BEBIDAS|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|TELEFONIA|MOVEIS_ESCRITORIO|UTILIDADES_DOMESTICA|ELETRONICOS|COOL_STUFF|INFORMATICA_ACESSORI|PAPELARIA|PERFUMARIA|BRINQUEDOS|ELETRODOMESTICOS|FASHION_BOLSAS_E_ACE|ESPORTE_LAZER|AUTOMOTIVO|MALAS_ACESSORIOS|CONSOLES_GAMES|
IPAUSSU-SP;1228.72;PET_SHOP|PERFUMARIA|CAMA_MESA_BANHO|COOL_STUFF|PAPELARIA|AUTOMOTIVO|
SANTOS-SP;79181.09;PET_SHOP|MOVEIS_DECORACAO|BELEZA_SAUDE|PERFUMARIA|BEBIDAS|FASHION_BOLSAS_E_ACE|CAMA_MESA_BANHO|BRINQUEDOS|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|ESPORTE_LAZER|COOL_STUFF|TELEFONIA|AUTOMOTIVO|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|ELETRONICOS|CONSOLES_GAMES|MALAS_ACESSORIOS|PAPELARIA|ELETRODOMESTICOS|
SANTA RITA DO SAPUCAI-MG;3992.69;PET_SHOP|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|TELEFONIA|MOVEIS_ESCRITORIO|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|BRINQUEDOS|ESPORTE_LAZER|BELEZA_SAUDE|AUTOMOTIVO|MOVEIS_DECORACAO|PERFUMARIA|ELETRONICOS|
GASPAR-SC;9703.44;PET_SHOP|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|TELEFONIA|MOVEIS_ESCRITORIO|INFORMATICA_ACESSORI|PERFUMARIA|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|PAPELARIA|ELETRONICOS|MALAS_ACESSORIOS|AUTOMOTIVO|BELEZA_SAUDE|
FORTALEZA-CE;86793.24;PET_SHOP|TELEFONIA|PERFUMARIA|INFORMATICA_ACESSORI|BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|ESPORTE_LAZER|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|COOL_STUFF|MALAS_ACESSORIOS|BRINQUEDOS|AUTOMOTIVO|ELETRONICOS|PAPELARIA|BEBIDAS|CONSOLES_GAMES|ELETRODOMESTICOS|
SAO SEBASTIAO DA GRAMA-SP;1024.79;PET_SHOP|INFORMATICA_ACESSORI|ESPORTE_LAZER|
ASSIS-SP;11135.94;PET_SHOP|BELEZA_SAUDE|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|AUTOMOTIVO|COOL_STUFF|ELETRONICOS|INFORMATICA_ACESSORI|BRINQUEDOS|PERFUMARIA|PAPELARIA|ELETRODOMESTICOS|MALAS_ACESSORIOS|
TRES RIOS-RJ;6720.43;PET_SHOP|PERFUMARIA|MOVEIS_DECORACAO|CAMA_MESA_BANHO|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|BRINQUEDOS|RELOGIOS_PRESENTES|BELEZA_SAUDE|ESPORTE_LAZER|UTILIDADES_DOMESTICA|AUTOMOTIVO|CONSOLES_GAMES|BEBIDAS|ELETRODOMESTICOS|FERRAMENTAS_JARDIM|
ITU-SP;11529.08;PET_SHOP|MOVEIS_DECORACAO|TELEFONIA|PERFUMARIA|BEBIDAS|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|UTILIDADES_DOMESTICA|RELOGIOS_PRESENTES|COOL_STUFF|INFORMATICA_ACESSORI|ELETRONICOS|BRINQUEDOS|BELEZA_SAUDE|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|PAPELARIA|ELETRODOMESTICOS|CONSOLES_GAMES|MALAS_ACESSORIOS|
ALFREDO WAGNER-SC;794.80;PET_SHOP|BRINQUEDOS|
ITAQUITINGA-PE;64.89;PET_SHOP|RELOGIOS_PRESENTES|
MACEIO-AL;36829.76;PET_SHOP|BELEZA_SAUDE|PERFUMARIA|FASHION_BOLSAS_E_ACE|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|AUTOMOTIVO|ELETRONICOS|COOL_STUFF|UTILIDADES_DOMESTICA|BRINQUEDOS|BEBIDAS|MALAS_ACESSORIOS|PAPELARIA|ELETRODOMESTICOS|CONSOLES_GAMES|
PIRACICABA-SP;39499.37;PET_SHOP|INFORMATICA_ACESSORI|BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|RELOGIOS_PRESENTES|COOL_STUFF|AUTOMOTIVO|ELETRONICOS|PAPELARIA|BEBIDAS|MALAS_ACESSORIOS|BRINQUEDOS|ELETRODOMESTICOS|
BARRA DO RIBEIRO-RS;553.78;PET_SHOP|FERRAMENTAS_JARDIM|TELEFONIA|BRINQUEDOS|ESPORTE_LAZER|
LONDRINA-PR;40315.95;PET_SHOP|BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|ESPORTE_LAZER|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|BEBIDAS|PAPELARIA|CONSOLES_GAMES|BRINQUEDOS|ELETRODOMESTICOS|MALAS_ACESSORIOS|
MANAUS-AM;16560.22;PET_SHOP|BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|TELEFONIA|UTILIDADES_DOMESTICA|MALAS_ACESSORIOS|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|ESPORTE_LAZER|BRINQUEDOS|PAPELARIA|RELOGIOS_PRESENTES|FERRAMENTAS_JARDIM|MOVEIS_ESCRITORIO|BEBIDAS|ELETRODOMESTICOS|CONSOLES_GAMES|AUTOMOTIVO|FASHION_BOLSAS_E_ACE|
CONTAGEM-MG;40300.89;PET_SHOP|BELEZA_SAUDE|PERFUMARIA|BEBIDAS|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|ESPORTE_LAZER|COOL_STUFF|UTILIDADES_DOMESTICA|TELEFONIA|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|ELETRONICOS|PAPELARIA|BRINQUEDOS|MALAS_ACESSORIOS|AUTOMOTIVO|ELETRODOMESTICOS|CONSOLES_GAMES|
VARZEA PAULISTA-SP;9273.80;PET_SHOP|FERRAMENTAS_JARDIM|CAMA_MESA_BANHO|BRINQUEDOS|MOVEIS_DECORACAO|RELOGIOS_PRESENTES|ESPORTE_LAZER|TELEFONIA|UTILIDADES_DOMESTICA|BELEZA_SAUDE|COOL_STUFF|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|MALAS_ACESSORIOS|BEBIDAS|INFORMATICA_ACESSORI|ELETRODOMESTICOS|PAPELARIA|
ORIZONA-GO;546.81;PET_SHOP|COOL_STUFF|CAMA_MESA_BANHO|RELOGIOS_PRESENTES|ESPORTE_LAZER|
CAIEIRAS-SP;12120.63;PET_SHOP|BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|UTILIDADES_DOMESTICA|ESPORTE_LAZER|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|COOL_STUFF|ELETRONICOS|BRINQUEDOS|CONSOLES_GAMES|TELEFONIA|AUTOMOTIVO|ELETRODOMESTICOS|
